batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
Rajasthan Royals,Delhi Capitals,Mumbai,144.0,118.0,2,148.0,12.0,7.32,1
Rajasthan Royals,Delhi Capitals,Mumbai,144.0,117.0,1,148.0,8.0,7.38,1
Rajasthan Royals,Delhi Capitals,Mumbai,144.0,116.0,0,148.0,6.0,7.45,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,150.0,125.0,9,150.0,-0.0,7.2,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,150.0,124.0,8,150.0,-0.0,7.26,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,150.0,123.0,7,150.0,-0.0,7.32,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,150.0,122.0,6,150.0,-0.0,7.38,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,150.0,121.0,5,150.0,-0.0,7.44,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,145.0,119.0,3,150.0,30.0,7.31,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,145.0,118.0,2,150.0,15.0,7.37,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,144.0,117.0,1,150.0,12.0,7.38,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,143.0,116.0,0,150.0,10.5,7.4,0
Kolkata Knight Riders,Mumbai Indians,Chennai,147.0,119.0,3,153.0,36.0,7.41,0
Kolkata Knight Riders,Mumbai Indians,Chennai,147.0,118.0,2,153.0,18.0,7.47,0
Kolkata Knight Riders,Mumbai Indians,Chennai,147.0,117.0,1,153.0,12.0,7.54,0
Kolkata Knight Riders,Mumbai Indians,Chennai,146.0,116.0,0,153.0,10.5,7.55,0
Rajasthan Royals,Punjab Kings,Mumbai,222.0,125.0,9,222.0,-0.0,10.66,0
Rajasthan Royals,Punjab Kings,Mumbai,222.0,124.0,8,222.0,-0.0,10.74,0
Rajasthan Royals,Punjab Kings,Mumbai,222.0,123.0,7,222.0,-0.0,10.83,0
Rajasthan Royals,Punjab Kings,Mumbai,222.0,122.0,6,222.0,-0.0,10.92,0
Rajasthan Royals,Punjab Kings,Mumbai,217.0,119.0,3,222.0,30.0,10.94,0
Rajasthan Royals,Punjab Kings,Mumbai,211.0,118.0,2,222.0,33.0,10.73,0
Rajasthan Royals,Punjab Kings,Mumbai,211.0,117.0,1,222.0,22.0,10.82,0
Rajasthan Royals,Punjab Kings,Mumbai,211.0,116.0,0,222.0,16.5,10.91,0
Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,188.0,125.0,9,188.0,-0.0,9.02,0
Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,188.0,124.0,8,188.0,-0.0,9.1,0
Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,178.0,119.0,3,188.0,60.0,8.97,0
Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,178.0,118.0,2,188.0,30.0,9.05,0
Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,178.0,117.0,1,188.0,20.0,9.13,0
Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,178.0,116.0,0,188.0,15.0,9.21,0
Delhi Capitals,Chennai Super Kings,Mumbai,189.0,125.0,9,189.0,-0.0,9.07,1
Delhi Capitals,Chennai Super Kings,Mumbai,179.0,119.0,3,189.0,60.0,9.03,1
Delhi Capitals,Chennai Super Kings,Mumbai,179.0,118.0,2,189.0,30.0,9.1,1
Delhi Capitals,Chennai Super Kings,Mumbai,179.0,117.0,1,189.0,20.0,9.18,1
Delhi Capitals,Chennai Super Kings,Mumbai,175.0,116.0,0,189.0,21.0,9.05,1
Royal Challengers Bangalore,Mumbai Indians,Chennai,160.0,125.0,9,160.0,-0.0,7.68,1
Royal Challengers Bangalore,Mumbai Indians,Chennai,160.0,124.0,8,160.0,-0.0,7.74,1
Royal Challengers Bangalore,Mumbai Indians,Chennai,150.0,119.0,3,160.0,60.0,7.56,1
Royal Challengers Bangalore,Mumbai Indians,Chennai,148.0,119.0,2,160.0,72.0,7.46,1
Royal Challengers Bangalore,Mumbai Indians,Chennai,148.0,118.0,1,160.0,36.0,7.53,1
Royal Challengers Bangalore,Mumbai Indians,Chennai,148.0,117.0,0,160.0,24.0,7.59,1
Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,178.0,119.0,3,190.0,72.0,8.97,0
Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,178.0,118.0,2,190.0,36.0,9.05,0
Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,178.0,119.0,1,190.0,72.0,8.97,0
Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,178.0,118.0,0,190.0,36.0,9.05,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Abu Dhabi,130.0,119.0,3,132.0,12.0,6.55,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Abu Dhabi,130.0,119.0,2,132.0,12.0,6.55,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Abu Dhabi,129.0,118.0,1,132.0,9.0,6.56,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Abu Dhabi,128.0,117.0,0,132.0,8.0,6.56,1
Delhi Capitals,Royal Challengers Bangalore,Abu Dhabi,138.0,119.0,3,153.0,90.0,6.96,1
Delhi Capitals,Royal Challengers Bangalore,Abu Dhabi,138.0,118.0,2,153.0,45.0,7.02,1
Delhi Capitals,Royal Challengers Bangalore,Abu Dhabi,134.0,117.0,1,153.0,38.0,6.87,1
Delhi Capitals,Royal Challengers Bangalore,Abu Dhabi,134.0,116.0,0,153.0,28.5,6.93,1
Chennai Super Kings,Punjab Kings,Abu Dhabi,154.0,125.0,9,154.0,-0.0,7.39,1
Chennai Super Kings,Punjab Kings,Abu Dhabi,154.0,124.0,8,154.0,-0.0,7.45,1
Chennai Super Kings,Punjab Kings,Abu Dhabi,148.0,119.0,3,154.0,36.0,7.46,1
Chennai Super Kings,Punjab Kings,Abu Dhabi,148.0,119.0,2,154.0,36.0,7.46,1
Chennai Super Kings,Punjab Kings,Abu Dhabi,148.0,118.0,1,154.0,18.0,7.53,1
Chennai Super Kings,Punjab Kings,Abu Dhabi,148.0,117.0,0,154.0,12.0,7.59,1
Rajasthan Royals,Punjab Kings,Abu Dhabi,186.0,125.0,9,186.0,-0.0,8.93,1
Rajasthan Royals,Punjab Kings,Abu Dhabi,176.0,119.0,3,186.0,60.0,8.87,1
Rajasthan Royals,Punjab Kings,Abu Dhabi,172.0,118.0,2,186.0,42.0,8.75,1
Rajasthan Royals,Punjab Kings,Abu Dhabi,172.0,117.0,1,186.0,28.0,8.82,1
Rajasthan Royals,Punjab Kings,Abu Dhabi,172.0,116.0,0,186.0,21.0,8.9,1
Mumbai Indians,Royal Challengers Bangalore,Abu Dhabi,165.0,125.0,9,165.0,-0.0,7.92,1
Mumbai Indians,Royal Challengers Bangalore,Abu Dhabi,165.0,124.0,8,165.0,-0.0,7.98,1
Mumbai Indians,Royal Challengers Bangalore,Abu Dhabi,160.0,119.0,3,165.0,30.0,8.07,1
Mumbai Indians,Royal Challengers Bangalore,Abu Dhabi,159.0,118.0,2,165.0,18.0,8.08,1
Mumbai Indians,Royal Challengers Bangalore,Abu Dhabi,159.0,117.0,1,165.0,12.0,8.15,1
Mumbai Indians,Royal Challengers Bangalore,Abu Dhabi,153.0,116.0,0,165.0,18.0,7.91,1
Rajasthan Royals,Mumbai Indians,Abu Dhabi,187.0,119.0,3,196.0,54.0,9.43,1
Rajasthan Royals,Mumbai Indians,Abu Dhabi,187.0,118.0,2,196.0,27.0,9.51,1
Rajasthan Royals,Mumbai Indians,Abu Dhabi,187.0,117.0,1,196.0,18.0,9.59,1
Rajasthan Royals,Mumbai Indians,Abu Dhabi,183.0,116.0,0,196.0,19.5,9.47,1
Delhi Capitals,Kolkata Knight Riders,Abu Dhabi,195.0,125.0,9,195.0,-0.0,9.36,0
Delhi Capitals,Kolkata Knight Riders,Abu Dhabi,190.0,119.0,3,195.0,30.0,9.58,0
Delhi Capitals,Kolkata Knight Riders,Abu Dhabi,189.0,118.0,2,195.0,18.0,9.61,0
Delhi Capitals,Kolkata Knight Riders,Abu Dhabi,189.0,117.0,1,195.0,12.0,9.69,0
Delhi Capitals,Kolkata Knight Riders,Abu Dhabi,188.0,116.0,0,195.0,10.5,9.72,0
Royal Challengers Bangalore,Kolkata Knight Riders,Abu Dhabi,85.0,125.0,9,85.0,-0.0,4.08,1
Royal Challengers Bangalore,Kolkata Knight Riders,Abu Dhabi,81.0,119.0,3,85.0,24.0,4.08,1
Royal Challengers Bangalore,Kolkata Knight Riders,Abu Dhabi,80.0,118.0,2,85.0,15.0,4.07,1
Royal Challengers Bangalore,Kolkata Knight Riders,Abu Dhabi,79.0,117.0,1,85.0,12.0,4.05,1
Royal Challengers Bangalore,Kolkata Knight Riders,Abu Dhabi,79.0,116.0,0,85.0,9.0,4.09,1
Rajasthan Royals,Chennai Super Kings,Abu Dhabi,126.0,125.0,9,126.0,-0.0,6.05,1
Rajasthan Royals,Chennai Super Kings,Abu Dhabi,112.0,119.0,3,126.0,84.0,5.65,1
Rajasthan Royals,Chennai Super Kings,Abu Dhabi,111.0,118.0,2,126.0,45.0,5.64,1
Rajasthan Royals,Chennai Super Kings,Abu Dhabi,111.0,117.0,1,126.0,30.0,5.69,1
Rajasthan Royals,Chennai Super Kings,Abu Dhabi,111.0,116.0,0,126.0,22.5,5.74,1
Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,164.0,125.0,9,164.0,-0.0,7.87,0
Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,164.0,124.0,8,164.0,-0.0,7.94,0
Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,164.0,123.0,7,164.0,-0.0,8.0,0
Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,164.0,122.0,6,164.0,-0.0,8.07,0
Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,164.0,121.0,5,164.0,-0.0,8.13,0
Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,162.0,119.0,3,164.0,12.0,8.17,0
Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,162.0,118.0,2,164.0,6.0,8.24,0
Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,161.0,117.0,1,164.0,6.0,8.26,0
Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,160.0,116.0,0,164.0,6.0,8.28,0
Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,138.0,119.0,3,149.0,66.0,6.96,1
Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,138.0,118.0,2,149.0,33.0,7.02,1
Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,134.0,117.0,1,149.0,30.0,6.87,1
Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,134.0,116.0,0,149.0,22.5,6.93,1
Mumbai Indians,Delhi Capitals,Abu Dhabi,163.0,125.0,9,163.0,-0.0,7.82,1
Mumbai Indians,Delhi Capitals,Abu Dhabi,163.0,124.0,8,163.0,-0.0,7.89,1
Mumbai Indians,Delhi Capitals,Abu Dhabi,160.0,119.0,3,163.0,18.0,8.07,1
Mumbai Indians,Delhi Capitals,Abu Dhabi,160.0,119.0,2,163.0,18.0,8.07,1
Mumbai Indians,Delhi Capitals,Abu Dhabi,158.0,118.0,1,163.0,15.0,8.03,1
Mumbai Indians,Delhi Capitals,Abu Dhabi,158.0,117.0,0,163.0,10.0,8.1,1
Punjab Kings,Kolkata Knight Riders,Abu Dhabi,165.0,125.0,9,165.0,-0.0,7.92,0
Punjab Kings,Kolkata Knight Riders,Abu Dhabi,162.0,119.0,3,165.0,18.0,8.17,0
Punjab Kings,Kolkata Knight Riders,Abu Dhabi,158.0,118.0,2,165.0,21.0,8.03,0
Punjab Kings,Kolkata Knight Riders,Abu Dhabi,158.0,117.0,1,165.0,14.0,8.1,0
Punjab Kings,Kolkata Knight Riders,Abu Dhabi,157.0,116.0,0,165.0,12.0,8.12,0
Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,168.0,125.0,9,168.0,-0.0,8.06,0
Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,168.0,124.0,8,168.0,-0.0,8.13,0
Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,161.0,119.0,3,168.0,42.0,8.12,0
Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,160.0,118.0,2,168.0,24.0,8.14,0
Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,159.0,117.0,1,168.0,18.0,8.15,0
Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,158.0,116.0,0,168.0,15.0,8.17,0
Rajasthan Royals,Mumbai Indians,Abu Dhabi,194.0,125.0,9,194.0,-0.0,9.31,0
Rajasthan Royals,Mumbai Indians,Abu Dhabi,194.0,124.0,8,194.0,-0.0,9.39,0
Rajasthan Royals,Mumbai Indians,Abu Dhabi,194.0,123.0,7,194.0,-0.0,9.46,0
Rajasthan Royals,Mumbai Indians,Abu Dhabi,189.0,119.0,3,194.0,30.0,9.53,0
Rajasthan Royals,Mumbai Indians,Abu Dhabi,188.0,118.0,2,194.0,18.0,9.56,0
Rajasthan Royals,Mumbai Indians,Abu Dhabi,187.0,117.0,1,194.0,14.0,9.59,0
Rajasthan Royals,Mumbai Indians,Abu Dhabi,187.0,116.0,0,194.0,10.5,9.67,0
Royal Challengers Bangalore,Rajasthan Royals,Abu Dhabi,144.0,119.0,3,155.0,66.0,7.26,1
Royal Challengers Bangalore,Rajasthan Royals,Abu Dhabi,144.0,118.0,2,155.0,33.0,7.32,1
Royal Challengers Bangalore,Rajasthan Royals,Abu Dhabi,140.0,117.0,1,155.0,30.0,7.18,1
Royal Challengers Bangalore,Rajasthan Royals,Abu Dhabi,138.0,116.0,0,155.0,25.5,7.14,1
Punjab Kings,Mumbai Indians,Abu Dhabi,176.0,119.0,3,192.0,96.0,8.87,0
Punjab Kings,Mumbai Indians,Abu Dhabi,174.0,118.0,2,192.0,54.0,8.85,0
Punjab Kings,Mumbai Indians,Abu Dhabi,173.0,117.0,1,192.0,38.0,8.87,0
Punjab Kings,Mumbai Indians,Abu Dhabi,172.0,116.0,0,192.0,30.0,8.9,0
Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,163.0,125.0,9,163.0,-0.0,7.82,0
Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,163.0,124.0,8,163.0,-0.0,7.89,0
Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,163.0,123.0,7,163.0,-0.0,7.95,0
Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,160.0,119.0,3,163.0,18.0,8.07,0
Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,160.0,118.0,2,163.0,9.0,8.14,0
Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,159.0,117.0,1,163.0,8.0,8.15,0
Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,158.0,116.0,0,163.0,7.5,8.17,0
Kolkata Knight Riders,Sunrisers Hyderabad,Abu Dhabi,137.0,119.0,3,143.0,36.0,6.91,1
Kolkata Knight Riders,Sunrisers Hyderabad,Abu Dhabi,137.0,118.0,2,143.0,18.0,6.97,1
Kolkata Knight Riders,Sunrisers Hyderabad,Abu Dhabi,137.0,117.0,1,143.0,12.0,7.03,1
Kolkata Knight Riders,Sunrisers Hyderabad,Abu Dhabi,137.0,116.0,0,143.0,9.0,7.09,1
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,196.0,125.0,9,196.0,-0.0,9.41,0
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,196.0,124.0,8,196.0,-0.0,9.48,0
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,196.0,123.0,7,196.0,-0.0,9.56,0
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,196.0,122.0,6,196.0,-0.0,9.64,0
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,196.0,121.0,5,196.0,-0.0,9.72,0
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,196.0,119.0,3,196.0,0.0,9.88,0
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,196.0,118.0,2,196.0,0.0,9.97,0
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,195.0,117.0,1,196.0,2.0,10.0,0
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,194.0,116.0,0,196.0,3.0,10.03,0
Chennai Super Kings,Mumbai Indians,Abu Dhabi,158.0,119.0,3,163.0,30.0,7.97,1
Chennai Super Kings,Mumbai Indians,Abu Dhabi,157.0,118.0,2,163.0,18.0,7.98,1
Chennai Super Kings,Mumbai Indians,Abu Dhabi,157.0,117.0,1,163.0,12.0,8.05,1
Chennai Super Kings,Mumbai Indians,Abu Dhabi,157.0,116.0,0,163.0,9.0,8.12,1
Chennai Super Kings,Mumbai Indians,Hyderabad,150.0,125.0,9,150.0,-0.0,7.2,0
Chennai Super Kings,Mumbai Indians,Hyderabad,150.0,124.0,8,150.0,-0.0,7.26,0
Chennai Super Kings,Mumbai Indians,Hyderabad,142.0,119.0,3,150.0,48.0,7.16,0
Chennai Super Kings,Mumbai Indians,Hyderabad,142.0,118.0,2,150.0,24.0,7.22,0
Chennai Super Kings,Mumbai Indians,Hyderabad,142.0,117.0,1,150.0,16.0,7.28,0
Chennai Super Kings,Mumbai Indians,Hyderabad,138.0,116.0,0,150.0,18.0,7.14,0
Chennai Super Kings,Delhi Capitals,Visakhapatnam,148.0,125.0,9,148.0,-0.0,7.1,1
Chennai Super Kings,Delhi Capitals,Visakhapatnam,148.0,124.0,8,148.0,-0.0,7.16,1
Chennai Super Kings,Delhi Capitals,Visakhapatnam,147.0,119.0,3,148.0,6.0,7.41,1
Chennai Super Kings,Delhi Capitals,Visakhapatnam,147.0,118.0,2,148.0,3.0,7.47,1
Chennai Super Kings,Delhi Capitals,Visakhapatnam,147.0,117.0,1,148.0,2.0,7.54,1
Chennai Super Kings,Delhi Capitals,Visakhapatnam,146.0,116.0,0,148.0,3.0,7.55,1
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,163.0,125.0,9,163.0,-0.0,7.82,1
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,153.0,119.0,3,163.0,60.0,7.71,1
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,153.0,118.0,2,163.0,30.0,7.78,1
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,152.0,117.0,1,163.0,22.0,7.79,1
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,152.0,116.0,0,163.0,16.5,7.86,1
Mumbai Indians,Chennai Super Kings,Chennai,124.0,119.0,3,132.0,48.0,6.25,1
Mumbai Indians,Chennai Super Kings,Chennai,124.0,118.0,2,132.0,24.0,6.31,1
Mumbai Indians,Chennai Super Kings,Chennai,124.0,117.0,1,132.0,16.0,6.36,1
Mumbai Indians,Chennai Super Kings,Chennai,121.0,116.0,0,132.0,16.5,6.26,1
Punjab Kings,Chennai Super Kings,Chandigarh,171.0,125.0,9,171.0,-0.0,8.21,0
Punjab Kings,Chennai Super Kings,Chandigarh,171.0,124.0,8,171.0,-0.0,8.27,0
Punjab Kings,Chennai Super Kings,Chandigarh,171.0,123.0,7,171.0,-0.0,8.34,0
Punjab Kings,Chennai Super Kings,Chandigarh,171.0,122.0,6,171.0,-0.0,8.41,0
Punjab Kings,Chennai Super Kings,Chandigarh,171.0,121.0,5,171.0,-0.0,8.48,0
Punjab Kings,Chennai Super Kings,Chandigarh,161.0,119.0,3,171.0,60.0,8.12,0
Punjab Kings,Chennai Super Kings,Chandigarh,161.0,118.0,2,171.0,30.0,8.19,0
Punjab Kings,Chennai Super Kings,Chandigarh,160.0,117.0,1,171.0,22.0,8.21,0
Punjab Kings,Chennai Super Kings,Chandigarh,154.0,116.0,0,171.0,25.5,7.97,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,134.0,125.0,9,134.0,-0.0,6.43,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,134.0,124.0,8,134.0,-0.0,6.48,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,124.0,119.0,3,134.0,60.0,6.25,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,124.0,118.0,2,134.0,30.0,6.31,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,124.0,117.0,1,134.0,20.0,6.36,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,123.0,116.0,0,134.0,16.5,6.36,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,170.0,119.0,3,176.0,36.0,8.57,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,166.0,119.0,2,176.0,60.0,8.37,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,160.0,118.0,1,176.0,48.0,8.14,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,159.0,117.0,0,176.0,34.0,8.15,1
Delhi Capitals,Rajasthan Royals,Delhi,109.0,119.0,3,116.0,42.0,5.5,1
Delhi Capitals,Rajasthan Royals,Delhi,108.0,118.0,2,116.0,24.0,5.49,1
Delhi Capitals,Rajasthan Royals,Delhi,104.0,117.0,1,116.0,24.0,5.33,1
Delhi Capitals,Rajasthan Royals,Delhi,102.0,116.0,0,116.0,21.0,5.28,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,184.0,125.0,9,184.0,-0.0,8.83,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,181.0,119.0,3,184.0,18.0,9.13,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,181.0,118.0,2,184.0,9.0,9.2,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,180.0,117.0,1,184.0,8.0,9.23,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,178.0,116.0,0,184.0,9.0,9.21,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,156.0,119.0,3,163.0,42.0,7.87,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,156.0,118.0,2,163.0,21.0,7.93,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,155.0,117.0,1,163.0,16.0,7.95,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,151.0,116.0,0,163.0,18.0,7.81,0
Delhi Capitals,Chennai Super Kings,Chennai,180.0,125.0,9,180.0,-0.0,8.64,0
Delhi Capitals,Chennai Super Kings,Chennai,172.0,119.0,3,180.0,48.0,8.67,0
Delhi Capitals,Chennai Super Kings,Chennai,172.0,118.0,2,180.0,24.0,8.75,0
Delhi Capitals,Chennai Super Kings,Chennai,171.0,117.0,1,180.0,18.0,8.77,0
Delhi Capitals,Chennai Super Kings,Chennai,170.0,116.0,0,180.0,15.0,8.79,0
Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,63.0,125.0,9,63.0,-0.0,3.02,0
Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,49.0,119.0,3,63.0,84.0,2.47,0
Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,43.0,118.0,2,63.0,60.0,2.19,0
Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,42.0,117.0,1,63.0,42.0,2.15,0
Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,41.0,116.0,0,63.0,33.0,2.12,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,206.0,119.0,3,213.0,42.0,10.39,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,206.0,118.0,2,213.0,21.0,10.47,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,202.0,119.0,1,213.0,66.0,10.18,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,202.0,118.0,0,213.0,33.0,10.27,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,233.0,125.0,9,233.0,-0.0,11.18,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,224.0,119.0,3,233.0,54.0,11.29,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,224.0,118.0,2,233.0,27.0,11.39,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,224.0,117.0,1,233.0,18.0,11.49,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,220.0,116.0,0,233.0,19.5,11.38,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,188.0,125.0,9,188.0,-0.0,9.02,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,188.0,124.0,8,188.0,-0.0,9.1,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,177.0,119.0,3,188.0,66.0,8.92,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,171.0,118.0,2,188.0,51.0,8.69,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,170.0,117.0,1,188.0,36.0,8.72,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,169.0,116.0,0,188.0,28.5,8.74,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,161.0,125.0,9,161.0,-0.0,7.73,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,161.0,124.0,8,161.0,-0.0,7.79,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,157.0,119.0,3,161.0,24.0,7.92,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,157.0,118.0,2,161.0,12.0,7.98,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,156.0,117.0,1,161.0,10.0,8.0,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,155.0,116.0,0,161.0,9.0,8.02,1
Chennai Super Kings,Mumbai Indians,Chennai,146.0,119.0,3,156.0,60.0,7.36,0
Chennai Super Kings,Mumbai Indians,Chennai,145.0,118.0,2,156.0,33.0,7.37,0
Chennai Super Kings,Mumbai Indians,Chennai,145.0,117.0,1,156.0,22.0,7.44,0
Chennai Super Kings,Mumbai Indians,Chennai,145.0,116.0,0,156.0,16.5,7.5,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,176.0,125.0,9,176.0,-0.0,8.45,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,176.0,124.0,8,176.0,-0.0,8.52,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,176.0,123.0,7,176.0,-0.0,8.59,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,171.0,119.0,3,176.0,30.0,8.62,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,167.0,118.0,2,176.0,27.0,8.49,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,166.0,117.0,1,176.0,20.0,8.51,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,160.0,116.0,0,176.0,24.0,8.28,1
Punjab Kings,Royal Challengers Bangalore,Bengaluru,189.0,119.0,3,203.0,84.0,9.53,0
Punjab Kings,Royal Challengers Bangalore,Bengaluru,188.0,119.0,2,203.0,90.0,9.48,0
Punjab Kings,Royal Challengers Bangalore,Bengaluru,184.0,118.0,1,203.0,57.0,9.36,0
Punjab Kings,Royal Challengers Bangalore,Bengaluru,180.0,117.0,0,203.0,46.0,9.23,0
Chennai Super Kings,Sunrisers Hyderabad,Chennai,176.0,125.0,9,176.0,-0.0,8.45,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,176.0,124.0,8,176.0,-0.0,8.52,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,176.0,123.0,7,176.0,-0.0,8.59,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,176.0,122.0,6,176.0,-0.0,8.66,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,176.0,121.0,5,176.0,-0.0,8.73,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,176.0,119.0,3,176.0,0.0,8.87,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,176.0,118.0,2,176.0,0.0,8.95,1
